customer_code,customer_name,customer_type,phone,address,area,ward,company,tax_code,dob,last_transaction_date,current_debt,total_sales,status
CUST-0288,Lan Dương,Doanh nghiệp,+84-62-126 7969,86 Bùi Tổ,Hải Phòng,Phường 11,Lê Bùi Công ty Hợp danh,0314134272,1993-09-08,2026-07-09 17:03:49,0.0,4781000.0,1
CUST-0289,Anh Minh Vũ,Doanh nghiệp,08 9500975,7 John Khu,Bình Dương,Phường 16,Mai và đối tác Công ty TNHH,0317163058,2002-06-16,2026-06-23 14:38:35,0.0,3596000.0,1
CUST-0290,Lâm Dương,Cá nhân,+84-18-949 0580,87 Bùi Tổ,Đồng Nai,Phường 3,,,2009-11-21,2026-07-07 08:53:55,0.0,1413000.0,1
CUST-0291,Khoa Lê,Doanh nghiệp,+84 94 9407929,4 Jane Dãy,Hà Nội,Phường 14,Lê Công ty Hợp danh,0314027557,1994-11-13,2026-06-01 05:51:04,0.0,6331000.0,1
CUST-0292,Anh Lê,Cá nhân,+84-44-401929,7 Lê Khu,Đà Nẵng,Phường 4,,,2006-11-11,2026-05-03 06:21:34,0.0,1154000.0,1
CUST-0293,Quý cô Lan Mai,Cá nhân,(00)512-9276,723 Nguyễn Khu,Đà Nẵng,Phường 22,,,2006-05-27,2026-03-05 12:32:58,0.0,9989000.0,1
CUST-0294,An Lê,Cá nhân,06 7478366,28 Nguyễn Khu,Đà Nẵng,Phường 15,,,2009-04-28,2025-11-19 10:18:22,0.0,2742000.0,1
CUST-0295,Quý ông Dũng Mai,Doanh nghiệp,+84-01-856 9454,496 Phạm Làng,TP. Hồ Chí Minh,Phường 23,Lê và Đặng Công ty Hợp danh,0318447546,1993-09-27,2026-07-20 00:56:56,0.0,7404000.0,1
CUST-0296,Ánh Trần,Cá nhân,+84 61 8175344,091 John Ngõ,Hải Phòng,Phường 2,,,2005-08-06,2026-03-01 07:08:09,0.0,3362000.0,1
CUST-0297,Hà Hoàng,Cá nhân,(06) 9212 4471,65 Lê Ngõ,Cần Thơ,Phường 14,,,1998-04-10,2026-05-19 14:18:22,0.0,3974000.0,1
CUST-0298,Hồng Bùi,Cá nhân,00 4427 1739,712 Phạm Ngõ,Bình Dương,Phường 2,,,2009-01-27,2026-03-25 11:16:53,0.0,3489000.0,1
CUST-0299,Tú Nguyễn,Cá nhân,+84 19 4707200,25 Hoàng Đường,Bình Dương,Phường 21,,,2002-04-28,2026-07-24 19:00:46,0.0,8375000.0,1
CUST-0300,Quý ông Huy Bùi,Doanh nghiệp,(01)830-6719,46 John Tổ,Đà Nẵng,Phường 17,Trần và Dương Tập Đoàn,0313684131,2006-08-04,2026-01-19 22:41:01,0.0,5387000.0,1
CUST-0301,Chị Vân Nguyễn,Cá nhân,03 4615717,030 Jane Số,TP. Hồ Chí Minh,Phường 20,,,1994-08-19,2026-04-21 16:39:25,0.0,1294000.0,1
CUST-0302,Châu Mai,Doanh nghiệp,(07)005-0506,878 John Ngõ,Hà Nội,Phường 5,Lê Công ty TNHH MTV,0312127988,2004-09-03,2026-04-15 23:08:48,0.0,1910000.0,1
CUST-0303,Ông Quang Lê,Cá nhân,+84 20 4179291,799 John Làng,Đồng Nai,Phường 21,,,2000-10-21,2026-06-14 22:01:59,0.0,2279000.0,1
CUST-0304,Thành Đức Hoàng,Cá nhân,+84-25-309251,26 Jane Hẻm,Đà Nẵng,Phường 13,,,2001-01-06,2025-12-02 03:57:42,0.0,2543000.0,1
CUST-0305,Lan Trần,Cá nhân,(09)620-7100,946 Lê Làng,Cần Thơ,Phường 5,,,1995-12-29,2025-11-18 13:06:00,0.0,2424000.0,1
CUST-0306,Minh Dương,Doanh nghiệp,03 2909279,4 Bùi Đường,Đà Nẵng,Phường 12,Phạm Trần Công ty Hợp danh,0318448065,2010-03-01,2026-05-30 07:15:02,0.0,1533000.0,1
CUST-0307,Tùng Hải Dương,Cá nhân,(03)403-1277,005 Phạm Số,Cần Thơ,Phường 5,,,1997-10-31,2026-05-26 01:10:36,0.0,3601000.0,1
CUST-0308,Ông Tú Nguyễn,Cá nhân,+84-22-078113,9 Bùi Làng,Hải Phòng,Phường 11,,,2006-04-05,2025-12-22 01:37:16,0.0,1767000.0,1
CUST-0309,Quang Đức Đặng,Cá nhân,(01) 3636 3179,623 Lê Số,TP. Hồ Chí Minh,Phường 4,,,1999-11-28,2025-10-26 19:21:33,0.0,2211000.0,1
CUST-0310,Anh Quang Vũ,Cá nhân,(05) 2090 4217,25 Jane Hẻm,Bình Dương,Phường 6,,,2006-12-25,2026-07-13 07:52:50,0.0,4802000.0,1
CUST-0311,Chị Hà Bùi,Doanh nghiệp,(08)739-7740,3 Jane Số,Cần Thơ,Phường 13,Hoàng Lê Công ty Hợp danh,0312975701,2008-10-30,2026-06-16 08:32:23,0.0,852000.0,1
CUST-0312,An Thị Dương,Cá nhân,+84-80-686 7177,806 John Tổ,Đồng Nai,Phường 9,,,1998-08-03,2026-06-26 13:21:03,0.0,1615000.0,1
CUST-0313,An Dương,Doanh nghiệp,+84-42-799 0772,570 Jane Tổ,TP. Hồ Chí Minh,Phường 20,Vũ Công ty TNHH MTV,0315791184,2006-05-11,2026-06-23 05:17:42,0.0,9278000.0,1
CUST-0314,Cô Duyên Đặng,Doanh nghiệp,+84-08-501 6579,52 John Hẻm,TP. Hồ Chí Minh,Phường 4,Phạm và Mai Công ty TNHH,0313277144,2004-08-04,2026-03-14 13:00:16,0.0,3628000.0,1
CUST-0315,Chị Linh Đặng,Cá nhân,08 6401 5577,88 Dương Tổ,Hải Phòng,Phường 6,,,2007-02-27,2026-04-12 15:12:10,0.0,3826000.0,1
CUST-0316,Lâm Dương,Doanh nghiệp,+84 16 2411241,23 Jane Số,Hà Nội,Phường 22,Dương Đặng Công ty TNHH MTV,0316361793,2001-02-07,2025-11-18 19:48:23,0.0,657000.0,1
CUST-0317,Thảo Phạm,Cá nhân,+84 03 8569557,49 Jane Hẻm,Bình Dương,Phường 3,,,2006-12-23,2026-06-05 21:25:49,0.0,3198000.0,1
CUST-0318,Quý cô Linh Vũ,Cá nhân,(00)254-7292,222 John Đường,Đà Nẵng,Phường 6,,,2010-06-15,2026-07-16 23:43:13,0.0,1513000.0,1
CUST-0319,Quý cô Hạnh Đặng,Cá nhân,(03) 8055 2578,4 John Số,Đồng Nai,Phường 12,,,2009-05-22,2026-05-07 21:39:55,0.0,549000.0,1
CUST-0320,Quý cô Thành Lê,Cá nhân,+84 88 5474929,17 John Ngõ,Hà Nội,Phường 7,,,1998-10-18,2026-05-16 02:09:06,0.0,2248000.0,1
CUST-0321,Khoa Hải Dương,Cá nhân,01 5093 9834,187 Jane Làng,TP. Hồ Chí Minh,Phường 16,,,2001-11-24,2026-07-01 02:42:21,0.0,5447000.0,1
CUST-0322,Xuân Đặng,Cá nhân,02 6565045,78 John Dãy,Đà Nẵng,Phường 18,,,2006-03-02,2026-05-22 20:53:03,0.0,4556000.0,1
CUST-0323,Nhật Thế Lê,Cá nhân,(06)629-9123,85 Jane Ngõ,Hải Phòng,Phường 18,,,1993-09-03,2026-04-22 11:23:57,0.0,4066000.0,1
CUST-0324,Huy Lê,Cá nhân,+84-79-232648,494 Mai Dãy,Cần Thơ,Phường 3,,,1997-05-18,2026-07-13 19:31:32,0.0,2910000.0,1
CUST-0325,Lan Vũ,Cá nhân,07 1462 7301,19 Hoàng Dãy,Đà Nẵng,Phường 13,,,2003-03-05,2026-03-16 07:08:09,0.0,3036000.0,1
CUST-0326,Châu Trần,Doanh nghiệp,08 9042 9025,2 Lê Đường,Cần Thơ,Phường 14,Đặng và Bùi Công ty Trách nhiệm hữu hạn,0317869154,2009-01-24,2026-05-13 04:27:24,0.0,3338000.0,1
CUST-0327,Hưng Thế Vũ,Cá nhân,+84-18-321928,44 Trần Tổ,TP. Hồ Chí Minh,Phường 11,,,2007-07-22,2026-02-25 23:30:00,0.0,4283000.0,1
CUST-0328,Lan Mai,Cá nhân,05 7652 1328,898 Jane Dãy,Hải Phòng,Phường 15,,,2009-02-17,2026-01-24 09:14:35,0.0,5555000.0,1
CUST-0329,Bảo Nguyễn,Cá nhân,05 4527985,4 John Làng,TP. Hồ Chí Minh,Phường 25,,,1995-10-01,2026-05-26 11:27:54,0.0,5935000.0,1
CUST-0330,Chị Hạnh Lê,Cá nhân,(02) 1611 0760,089 Jane Ngõ,Đồng Nai,Phường 5,,,2009-01-02,2026-01-05 11:00:21,0.0,3388000.0,1
CUST-0331,Hương Vũ,Doanh nghiệp,+84-01-193 9325,249 Đặng Hẻm,Cần Thơ,Phường 2,Mai Hoàng Công ty TNHH,0313083077,1995-03-31,2026-04-28 07:57:00,0.0,4313000.0,1
CUST-0332,Vân Phạm,Cá nhân,+84-34-280 1387,9 Jane Ngõ,Đà Nẵng,Phường 6,,,1996-08-19,2026-07-05 04:13:52,0.0,5625000.0,1
CUST-0333,Thành Bảo Phạm,Cá nhân,+84-36-151718,54 John Tổ,Đà Nẵng,Phường 23,,,2001-12-14,2026-04-22 23:48:50,0.0,5832000.0,1
CUST-0334,Hạnh Mai Hoàng,Cá nhân,+84-47-386 4631,5 John Dãy,Đà Nẵng,Phường 17,,,2004-12-26,2026-05-13 12:02:45,0.0,1377000.0,1
CUST-0335,Nhật Quang Trần,Cá nhân,(06) 6912 1535,6 John Số,Đồng Nai,Phường 3,,,2005-11-20,2026-03-16 21:53:10,0.0,3471000.0,1
CUST-0336,Nhiên Hoàng,Cá nhân,06 5796 7842,147 Phạm Hẻm,TP. Hồ Chí Minh,Phường 21,,,1994-01-24,2026-05-07 06:24:22,0.0,4133000.0,1
CUST-0337,Ánh Trần,Cá nhân,00 2695249,877 Jane Dãy,TP. Hồ Chí Minh,Phường 21,,,2001-11-22,2026-05-19 17:24:29,0.0,3791000.0,1
CUST-0338,Tùng Đặng,Cá nhân,(08)800-6167,77 John Hẻm,Cần Thơ,Phường 18,,,2003-01-09,2026-05-06 16:06:36,0.0,1891000.0,1
CUST-0339,Phúc Dương,Cá nhân,02 4671978,82 Jane Khu,Cần Thơ,Phường 21,,,2001-12-20,2026-07-22 03:55:45,0.0,5125000.0,1
CUST-0340,Khoa Phú Vũ,Cá nhân,00 0902 5590,16 Đặng Số,Cần Thơ,Phường 19,,,1999-07-14,,0.0,0.0,1
CUST-0341,Chị Mai Vũ,Cá nhân,+84-11-415208,769 Vũ Đường,TP. Hồ Chí Minh,Phường 22,,,2005-05-23,2026-05-16 17:53:11,0.0,2736000.0,1
CUST-0342,Linh Bùi,Cá nhân,+84-65-917135,5 Jane Tổ,Đồng Nai,Phường 19,,,2010-01-15,2026-01-21 14:38:09,0.0,1524000.0,1
CUST-0343,Quý cô Dương Trần,Cá nhân,(08)344-0496,1 Jane Khu,Đồng Nai,Phường 1,,,1994-09-14,2026-04-21 14:30:49,0.0,1047000.0,1
CUST-0344,Quý ông Trung Đặng,Cá nhân,(01)484-6853,49 Mai Hẻm,Hà Nội,Phường 21,,,2008-07-14,2026-05-04 03:09:31,0.0,3945000.0,1
CUST-0345,Quý cô Lâm Dương,Cá nhân,08 9690 8357,246 Đặng Ngõ,Bình Dương,Phường 7,,,2004-05-03,2026-06-08 17:48:39,0.0,2663000.0,1
CUST-0346,Hạnh Thế Lê,Doanh nghiệp,09 3631 2303,78 Bùi Đường,Cần Thơ,Phường 21,Lê Vũ Công ty Cổ phần,0311508113,1994-01-20,2026-07-04 05:02:14,0.0,5395000.0,1
CUST-0347,Tùng Lê,Doanh nghiệp,+84-07-001 5941,16 John Ngõ,Bình Dương,Phường 18,Mai Công ty Trách nhiệm hữu hạn,0315859883,2007-08-27,2026-04-02 09:00:31,0.0,3302000.0,1
CUST-0348,Châu Trần,Cá nhân,(09) 1559 6363,234 Bùi Khu,Hải Phòng,Phường 8,,,2008-03-24,2026-07-19 11:38:57,0.0,3720000.0,1
CUST-0349,Chi Mai,Doanh nghiệp,01 5867 3425,5 Nguyễn Đường,Đà Nẵng,Phường 15,Phạm Doanh nghiệp tư nhân,0312224284,2002-12-15,2026-04-29 07:00:00,0.0,1727000.0,1
CUST-0350,Quang Trần,Cá nhân,+84-37-606441,32 Đặng Số,TP. Hồ Chí Minh,Phường 15,,,2006-12-23,2025-11-09 17:30:23,0.0,1605000.0,1
